"","Observations","sex","initial_diet","new_diet","ZStationary_back_butters","Zstationary_front_percent_butters","Zstationary_middle_percent_butters","Zmovement_percent_butters","Zlocomotion_percent_butters","Zself_groom_percent_butters","Zmouth_butters_percent","Ztouch_butters_percent","Zhanging_behaviors_butters","Zcrouching_butters","Zoral_exploration_butters","Ztactile_exploration_butters","Zstereotypy_butters","Zmo_manip_apple_butters","Zvigilant_percent_butters","Znonvigilant_percent_butters","Zstation_back_ffostare","Zstation_fr_ffostare","Zstation_mid_ffosta","Zlocomote_ffosta","Zmovement_ffosta","Ztac_expl_ffosta","Zself_gro_ffosta","Zstereo_ffosta","Zcrouching_ffosta","Zteethgrind_ffosta","Zlipsmack_ffosta","Zthreat_stranger_ffosta","Zno_response_ffosta","Ztouch_app_ffosta","Zmouth_app_ffosta","Zmanip_app_ffosta","Zeat_app_ffosta","Znonvigi_ffosta","Zvigi_ffosta","Zdir_eye_contact_ffosta","Zfreeze_back_ffosta","comp_1","comp_2","comp_3","comp_4","comp_2.2","comp_3.2"
"11",30637,2,1,1,-0.816797123,-0.672553101,2.123348348,-0.536876823,0.899948486,-0.263331096,-0.309798599,-0.44582436,-0.399129336,-0.255968465,-0.661003815,-0.31842397,2.128944286,-0.28348673,0.430770923,-0.383451345,0.959854676,-0.456782505,-0.275842921,-0.304962606,-0.692888684,-0.142857143,-0.240099093,-0.20935948,-0.486368186,-0.200362681,-0.47471714,-0.219872509,-1.391572311,-0.211481367,-0.38709583,-0.266322805,2.124225288,-0.383712716,0.474336143,-0.282696118,-0.341826237,-0.142599911,1.900974923,-3.69827845,-1.23413351,2.287001123,-4.08430465
"12",30638,2,2,1,1.6103918,-0.542359175,-0.559409469,2.27760264,-1.091706128,-0.263331096,0.142856552,4.149147366,-0.399129336,-0.255968465,-0.661003815,-0.486843501,-0.520722991,-0.28348673,0.430770923,-0.383451345,1.161070807,-0.456782505,-0.275842921,-0.672284825,-0.692888684,-0.142857143,-0.240099093,-0.20935948,-0.486368186,-0.200362681,-0.784091784,-0.219872509,1.025917859,-0.211481367,-0.38709583,-0.319695899,-0.564144738,0.68788883,-0.178265472,-0.443733518,-0.341826237,-7.493307709,1.8797127,5.606255221,-0.781478359,-0.161450023,7.647417944
"13",30639,1,1,1,-1.185159089,1.342008288,-0.559409469,-0.536876823,1.537467598,-0.263331096,-0.309798599,-0.559132153,-0.399129336,-0.255968465,0.052574599,-0.486843501,-0.520722991,-0.28348673,0.430770923,-0.383451345,-1.17092537,1.62959555,0.204670623,2.025307831,-0.692888684,-0.142857143,-0.240099093,-0.20935948,-0.486368186,-0.200362681,-0.665643825,-0.219872509,-1.672131258,-0.211481367,-0.38709583,-0.086158603,2.390283818,-0.383712716,0.800894274,-0.631688843,-0.341826237,2.447207212,-3.247834366,-1.751025669,-0.520555096,-2.4934462,-2.505413835
"14",30726,1,1,1,-1.204054383,-0.205001061,0.010495835,-0.536876823,2.545410018,-0.263331096,1.14404404,-0.362527779,3.108676057,-0.255968465,-0.366131657,-0.486843501,-0.520722991,-0.28348673,0.430770923,-0.383451345,-0.101466957,-0.031660191,-0.275842921,0.96986883,2.940016123,-0.142857143,-0.240099093,-0.20935948,-0.486368186,6.530509989,-0.743409365,-0.219872509,-1.34711888,1.16014263,-0.38709583,-0.148889464,2.004158747,0.755970602,0.270560821,-0.69498317,-0.341826237,16.62082104,-2.197271247,-3.306751718,0.514581288,-1.423987787,-4.080035179
"15",30727,2,2,1,-1.04834692,-0.355792896,0.628393364,-0.536876823,0.564820353,6.188558486,5.811333561,1.180013684,-0.399129336,-0.255968465,4.202888702,-0.486843501,0.701261695,-0.28348673,0.306995364,-0.153537142,0.802543597,-0.456782505,-0.275842921,-0.152110703,0.62571628,-0.142857143,-0.240099093,-0.20935948,-0.486368186,-0.200362681,0.691467891,-0.219872509,0.025426144,-0.211481367,-0.38709583,-0.319695899,-0.564144738,-0.383712716,-0.533317211,0.794184811,0.820462947,-1.168322852,1.122945081,-1.116420897,16.20278075,1.864296637,-1.857772452
"16",30734,2,2,1,-0.833238674,-0.286672998,-0.178498065,-0.536876823,2.799710219,-0.263331096,-0.309798599,-0.559132153,-0.399129336,-0.255968465,-0.661003815,-0.486843501,-0.520722991,4.131723092,0.430770923,-0.383451345,-0.471250321,0.615588115,-0.275842921,1.569582264,-0.692888684,-0.142857143,-0.240099093,-0.20935948,-0.486368186,-0.200362681,2.129238949,0.964611241,-1.397741138,-0.211481367,-0.38709583,-0.195721887,-0.170100052,-0.383712716,-1.15278845,1.456214822,-0.341826237,8.768163799,-1.011755152,-5.05899956,-1.23413351,-0.6092874,-5.461467311
"17",30980,1,2,1,-0.499385637,-0.13862477,0.113766691,2.05733133,0.413622113,-0.263331096,0.334761397,-0.559132153,-0.399129336,-0.255968465,0.364560906,-0.278459354,1.039299841,0.350678219,0.430770923,-0.383451345,0.501664291,-0.162227203,-0.275842921,-0.163916362,-0.518597097,-0.142857143,-0.240099093,-0.20935948,-0.486368186,-0.200362681,-0.116290718,-0.219872509,0.453542724,-0.211481367,0.036461791,-0.050943267,-0.564144738,0.005243987,0.811706801,-0.858275057,-0.341826237,-3.232113923,0.670551578,1.499035935,0.435991207,0.739166293,1.430421221
"18",31028,1,2,1,-0.822188965,-0.113967991,0.6386305,0.148830206,0.223806023,-0.263331096,-0.309798599,0.142521076,-0.399129336,0.091763596,-0.087552737,-0.133768533,2.088367788,-0.28348673,0.430770923,-0.383451345,0.184280359,-0.456782505,-0.084289745,-0.650531981,-0.521970881,-0.142857143,-0.240099093,-0.20935948,0.478273729,-0.200362681,-0.784091784,-0.219872509,-1.497560873,-0.211481367,3.351115928,-0.272633419,2.200040936,-0.383712716,0.802735125,-0.633655106,-0.341826237,1.045479979,1.079432266,-0.330856477,-0.660682433,1.470850309,-0.722274519
"19",31093,2,2,1,0.308365603,1.513188455,-0.559409469,-0.536876823,-1.062131016,-0.263331096,-0.309798599,-0.559132153,-0.399129336,-0.255968465,-0.661003815,-0.486843501,-0.520722991,-0.28348673,0.26938124,-0.083673854,1.227045293,-0.456782505,-0.275842921,-0.792719623,-0.692888684,-0.142857143,-0.240099093,-0.20935948,-0.486368186,-0.200362681,-0.784091784,-0.219872509,1.025917859,-0.211481367,-0.38709583,-0.319695899,-0.564144738,-0.383712716,1.012913839,-0.858275057,2.201823102,-9.07031048,3.025920645,1.630000671,-1.23413351,2.448173802,2.207747514
"20",31114,1,2,1,1.025844031,-0.775037049,-0.559409469,-0.536876823,-0.026164798,-0.152117064,-0.309798599,-0.559132153,-0.399129336,-0.255968465,0.741339732,-0.486843501,-0.520722991,-0.28348673,0.430770923,-0.383451345,0.271091934,-0.148218725,-0.275842921,0.471455084,0.024937399,-0.142857143,3.25353776,-0.20935948,-0.486368186,-0.200362681,0.38027245,1.414361024,0.114446643,-0.211481367,-0.38709583,-0.299626284,-0.564144738,0.130621779,-1.539644361,1.585301764,-0.341826237,-1.601434526,5.533056444,-4.422031739,0.279424068,4.076441491,-2.965416786
