"","ZStationary_back_butters","Zstationary_front_percent_butters","Zstationary_middle_percent_butters","Zmovement_percent_butters","Zlocomotion_percent_butters","Zself_groom_percent_butters","Zmouth_butters_percent","Ztouch_butters_percent","Zhanging_behaviors_butters","Zcrouching_butters","Zoral_exploration_butters","Ztactile_exploration_butters","Zstereotypy_butters","Zmo_manip_apple_butters","Zvigilant_percent_butters","Znonvigilant_percent_butters","Zstation_back_ffostare","Zstation_fr_ffostare","Zstation_mid_ffosta","Zlocomote_ffosta","Zmovement_ffosta","Ztac_expl_ffosta","Zself_gro_ffosta","Zstereo_ffosta","Zcrouching_ffosta","Zteethgrind_ffosta","Zlipsmack_ffosta","Zthreat_stranger_ffosta","Zno_response_ffosta","Ztouch_app_ffosta","Zmouth_app_ffosta","Zmanip_app_ffosta","Zeat_app_ffosta","Znonvigi_ffosta","Zvigi_ffosta","Zdir_eye_contact_ffosta","Zfreeze_back_ffosta","comp_1","comp_2","comp_3","comp_4","comp_2.2","comp_3.2"
"1",-1.20991825505337,-0.775037048593847,-0.559409468865338,0.649920979387004,-1.43634200971705,-0.263331095978994,-0.309798599212547,-0.559132153153989,-0.399129336181615,0.216320089130735,-0.661003815295148,-0.486843500904002,-0.520722990713588,-0.28348673026144,0.430770922570926,-0.383451345353828,1.17874450906198,-0.456782505377068,-0.275842921334906,-0.792719623479363,0.172705549175218,-0.142857142857143,-0.240099093040753,-0.209359479821211,-0.486368186346408,-0.200362681225226,0.443260128143902,-0.219872509045168,0.193721479092356,-0.211481366726998,-0.387095829760433,-0.319695898715805,-0.564144738072351,-0.383712716406384,-2.75387390239925,3.16729768734324,0.126191217733741,-3.32600258504398,-0.454906198486233,-3.89790008823723,-1.23413351048669,0.324241133996208,-4.67704742071967
"2",-0.873541238481725,0.2080829173084,-0.559409468865338,2.39355877951648,0.171704930317858,0.260056743759588,2.24232635975843,2.69870860946378,1.48782809466582,6.00833318017055,-0.661003815295148,1.76103367355957,-0.520722990713588,-0.28348673026144,-0.358006656998776,1.08170469920884,-1.52372547502435,-0.456782505377068,-0.275842921334906,-0.792719623479363,-0.692888683607642,-0.142857142857143,-0.240099093040753,-0.209359479821211,2.3720418161156,-0.200362681225226,-0.784091783763614,-0.219872509045168,1.02591785932924,-0.211481366726998,-0.387095829760433,-0.319695898715805,-0.564144738072351,-0.383712716406384,-0.318877817606181,0.368154010116964,-0.341826236639645,-2.47521086161471,-4.07779419994401,15.4694700435067,1.84137928822287,-2.84624630446351,14.2379221480262
"3",0.705947496035814,-0.196954688433693,-0.316232517246224,-0.536876823254694,-0.401621630213524,-0.263331095978994,-0.309798599212547,0.538694205592054,-0.399129336181615,-0.255968465119868,0.1392191179778,0.587425094174279,-0.520722990713588,-0.28348673026144,0.430770922570926,-0.383451345353828,1.22704529297732,-0.456782505377068,-0.275842921334906,-0.792719623479363,-0.692888683607642,-0.142857142857143,-0.240099093040753,-0.209359479821211,-0.486368186346408,-0.200362681225226,-0.784091783763614,-0.219872509045168,1.02591785932924,-0.211481366726998,-0.387095829760433,-0.319695898715805,-0.564144738072351,3.60098895569977,-1.04836961815256,-0.858275056927996,-0.341826236639645,-3.10765387569851,1.0412428821449,-1.34337706173976,-0.43391057721374,-0.0954755364618367,-0.206658643133017
"4",0.898418761579498,-0.106977045078967,-0.559409468865338,-0.536876823254694,-0.34856884428218,-0.263331095978994,-0.309798599212547,-0.559132153153989,-0.399129336181615,-0.255968465119868,-0.601795182786909,0.04968031842563,-0.520722990713588,-0.0058465526941965,-1.61118060121846,3.40947798640541,0.770260551555264,-0.456782505377068,-0.275842921334906,-0.139396143210412,1.0794664425765,-0.142857142857143,-0.240099093040753,-0.209359479821211,-0.486368186346408,-0.200362681225226,1.34117670893996,-0.219872509045168,-0.626145364423225,-0.211481366726998,-0.387095829760433,-0.291903538234832,1.29924839100688,0.904589178921189,-2.34188937994112,2.01478595312891,-0.341826236639645,3.06091118242752,-1.26502211752285,-1.50387943091286,-1.17492487797845,-0.55226027788389,-2.21664127055182
"5",1.19799045001614,-0.695114606661218,-0.559409468865338,-0.536876823254694,-0.516749036266112,0.202262995686764,-0.309798599212547,-0.559132153153989,-0.399129336181615,-0.24666892489457,0.466939101201949,-0.486843500904002,-0.520722990713588,-0.28348673026144,-0.0392747803794853,0.4896595552808,-0.106429347602244,-0.456782505377068,-0.275842921334906,1.16530747825364,2.9092360216672,-0.142857142857143,-0.240099093040753,-0.209359479821211,-0.486368186346408,-0.200362681225226,-0.101662094009978,-0.219872509045168,0.552265597423301,-0.211481366726998,-0.387095829760433,-0.319695898715805,-0.564144738072351,-0.383712716406384,-0.501186436914324,0.759846594798989,-0.341826236639645,-0.664225352066187,-0.27023450740474,-1.9834219785211,0.359403497676166,-1.4289501770414,-0.824706308884445
"6",-0.364751779095239,-0.175358646792892,-0.183693732719243,-0.536876823254694,1.57138199257848,-0.263331095978994,-0.309798599212547,-0.362860377111286,-0.399129336181615,-0.255968465119868,0.339865410649973,1.07988490173041,-0.520722990713588,0.353610122717075,0.430770922570926,-0.383451345353828,0.612091232395168,-0.304979846466672,0.146930221617061,-0.154174558958057,1.96470492665434,-0.142857142857143,-0.240099093040753,-0.209359479821211,-0.486368186346408,-0.200362681225226,-0.494139770692187,0.293095130749398,0.153902784352951,-0.211481366726998,-0.387095829760433,-0.182249886878444,0.0976763922651837,-0.383712716406384,-0.203557384817793,0.441769898576746,-0.341826236639645,2.40272210744568,-0.131442813773733,-2.25053844444382,-0.233264284541568,-0.197461957249419,-2.18451930096813
"7",0.703605191327708,-0.132759612827934,-0.559409468865338,1.27699553913451,-0.0431137435331344,-0.263331095978994,-0.309798599212547,-0.53718568128188,-0.399129336181615,-0.255968465119868,-0.661003815295148,0.233538750363103,-0.520722990713588,-0.28348673026144,0.430770922570926,-0.383451345353828,-1.52372547502435,-0.456782505377068,-0.275842921334906,4.22882837096316,-0.692888683607642,-0.142857142857143,-0.240099093040753,-0.209359479821211,-0.486368186346408,-0.200362681225226,-0.784091783763614,-0.219872509045168,1.02591785932924,-0.211481366726998,-0.387095829760433,-0.319695898715805,-0.564144738072351,-0.383712716406384,0.660583788204216,-0.48173772020281,-0.341826236639645,-1.93282562538685,-1.71187019056487,1.16776389573805,-1.23413351048669,-2.84624630446351,2.30214000963669
"8",0.0853113647425721,-0.291904396949052,-0.559409468865338,0.178185315412293,0.569001202896413,-0.263331095978994,0.413540071849352,1.49402532121902,-0.399129336181615,-0.255968465119868,0.79176077572941,-0.486843500904002,0.134674502081127,-0.28348673026144,0.430770922570926,-0.383451345353828,1.22704529297732,-0.456782505377068,-0.275842921334906,-0.792719623479363,-0.692888683607642,-0.142857142857143,-0.240099093040753,-0.209359479821211,-0.486368186346408,-0.200362681225226,-0.784091783763614,-0.219872509045168,1.02591785932924,-0.211481366726998,-0.387095829760433,-0.319695898715805,-0.564144738072351,-0.383712716406384,0.528616516422518,-0.34070353377793,3.44709591071464,-6.92160673824206,4.86492639100066,1.80905261861391,0.941969751599767,4.34884410368716,2.32513490592741
"9",1.96746350014388,-0.775037048593847,-0.559409468865338,-0.536876823254694,-1.37081967365567,-0.263331095978994,-0.309798599212547,-0.559132153153989,-0.399129336181615,-0.255968465119868,-0.661003815295148,-0.486843500904002,-0.520722990713588,-0.28348673026144,0.430770922570926,-0.383451345353828,1.22704529297732,-0.456782505377068,-0.275842921334906,-0.792719623479363,-0.692888683607642,-0.142857142857143,-0.240099093040753,-0.209359479821211,-0.486368186346408,-0.200362681225226,-0.663246023388547,-0.219872509045168,0.943980687929628,-0.211481366726998,-0.387095829760433,-0.319695898715805,-0.564144738072351,-0.383712716406384,0.678368788008605,-0.500747225308319,2.94688319973114,-8.90062554594946,5.59146832262376,-1.3744845458844,-1.23413351048669,3.19323389990895,1.02374987683041
"10",0.693447634484105,-0.405456253224499,-0.559409468865338,-0.536876823254694,0.351888562669085,-0.263331095978994,-0.309798599212547,0.0772466909871463,-0.399129336181615,-0.255968465119868,-0.661003815295148,-0.126692494976224,-0.520722990713588,3.41336335672181,0.430770922570926,-0.383451345353828,0.563710676127554,-0.456782505377068,-0.275842921334906,-0.228016422216334,-0.256387997329657,-0.142857142857143,-0.240099093040753,-0.209359479821211,-0.143830623701374,-0.200362681225226,-0.784091783763614,-0.219872509045168,0.938071601206052,-0.211481366726998,-0.387095829760433,-0.108159555494428,-0.564144738072351,-0.383712716406384,1.01291383858614,-0.858275056927996,-0.341826236639645,-2.38654957794603,0.365408403743431,0.302648620125077,-1.23413351048669,-0.758810153311599,1.42686717718011
